챔피언명,챔피언_ID,API_이름,별명,난이도,주_직업군,보조_직업군,사용_자원,기본_능력치,공격_형태,출시일,출시_패치,최근_변경_패치,세부_역할군,추천_포지션,실제_활용_포지션,피해량,내구력,군중_제어,기동력,보조_능력,공격_성향,적응형_능력치,파랑_정수_가격,RP_가격,패시브_스킬,Q_스킬,W_스킬,E_스킬,R_스킬,전체_스킬,본명,별칭
소나,37.0,Sona,현의 명인,1,서포터,마법사,마나,"{'기본_체력': 550, '레벨당_체력': 91, '기본_자원': 340, '레벨당_자원': 45, '기본_방어력': 26, '레벨당_방어력': 4.2, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 11.5, '레벨당_자원_재생': 0.4, '기본_공격력': 49, '레벨당_공격력': 3, '기본_공격_속도': 0.644, '레벨당_공격_속도': 2.3, '공격_사거리': 550, '이동_속도': 325, '탐색_반경': 800, '선택_높이': 145, '선택_반경': 110, '충돌_반경': 35, '공격_속도_계수': 0.643999993801116, '공격_지연_보정': -0.12817870080471, '투사체_속도': 1500, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1}, '돌격_넥서스': {'가하는_피해': 0.95, '회복량': 0.9, '보호막량': 0.9}, '초고속_모드': {'가하는_피해': 0.9, '받는_피해': 1, '회복량': 0.7}}",원거리,2010-09-21,V1.0.0.101,V25.08,{강화형 보조술사},{서포터},{서포터},2,1,2,1,2,90,마법,225,260,{1: '파워 코드'},{1: '용맹의 찬가'},{1: '인내의 아리아'},{1: '기민함의 노래'},{1: '크레센도'},"['파워 코드', '용맹의 찬가', '인내의 아리아', '기민함의 노래', '크레센도']",소나 부벨르,
소라카,16.0,Soraka,별의 아이,1,서포터,마법사,마나,"{'기본_체력': 605, '레벨당_체력': 88, '기본_자원': 425, '레벨당_자원': 40, '기본_방어력': 32, '레벨당_방어력': 5, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 2.5, '레벨당_체력_재생': 0.5, '기본_자원_재생': 11.5, '레벨당_자원_재생': 0.4, '기본_공격력': 50, '레벨당_공격력': 3, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2.14, '공격_사거리': 550, '이동_속도': 325, '탐색_반경': 600, '선택_높이': 145, '선택_반경': 110, '충돌_반경': 44.2000007629394, '공격_속도_계수': 0.625, '공격_지연_보정': -0.112999998033046, '투사체_속도': 1000, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1, '스킬_가속': 10, '회복량': 1}, '단일_챔피언': {'가하는_피해': 1.03, '받는_피해': 0.97, '회복량': 1.1}, '초고속_모드': {'가하는_피해': 1.05, '받는_피해': 0.92}}",원거리,2009-02-21,Alpha Week 2,V14.24,{강화형 보조술사},{서포터},{서포터},1,1,2,1,3,100,마법,225,260,{1: '구원'},{1: '별부름'},{1: '은하의 마력'},{1: '별의 균형'},{1: '기원'},"['구원', '별부름', '은하의 마력', '별의 균형', '기원']",,
스웨인,50.0,Swain,녹서스 대장군,2,마법사,서포터,마나,"{'기본_체력': 595, '레벨당_체력': 99, '기본_자원': 400, '레벨당_자원': 29, '기본_방어력': 25, '레벨당_방어력': 4.7, '기본_마법_저항력': 31, '레벨당_마법_저항력': 1.55, '기본_체력_재생': 3, '레벨당_체력_재생': 0.5, '기본_자원_재생': 10, '레벨당_자원_재생': 0.8, '기본_공격력': 58, '레벨당_공격력': 2.7, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2.11, '공격_사거리': 525, '이동_속도': 330, '탐색_반경': 525, '선택_높이': 148.88890075683594, '선택_반경': 100, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.159999996423721, '투사체_속도': 1800, '무작위_총력전': {'가하는_피해': 0.95, '받는_피해': 1.15, '회복량': 0.8}, '돌격_넥서스': {'가하는_피해': 0.95, '받는_피해': 1.05}}",원거리,2010-10-05,V1.0.0.102,V25.12,{전투 마법사},"{미드, 서포터}","{미드, 바텀, 서포터}",2,2,2,1,1,100,마법,1575,790,{1: '굶주린 새떼'},{1: '죽음의 손길'},{1: '제국의 눈'},{1: '속박명령'},"{1: '악의 승천', 2: '악의 불길'}","['굶주린 새떼', '죽음의 손길', '제국의 눈', '속박명령', '악의 승천', '악의 불길']",제리코 스웨인,
사일러스,517.0,Sylas,해방된 자,3,마법사,암살자,마나,"{'기본_체력': 600, '레벨당_체력': 122, '기본_자원': 400, '레벨당_자원': 70, '기본_방어력': 29, '레벨당_방어력': 5.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.55, '기본_체력_재생': 9, '레벨당_체력_재생': 0.9, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 61, '레벨당_공격력': 3, '기본_공격_속도': 0.645, '레벨당_공격_속도': 3.5, '공격_사거리': 175, '이동_속도': 340, '탐색_반경': 525, '선택_높이': 135, '선택_반경': 100, '충돌_반경': 35, '공격_속도_계수': 0.644999980926513, '공격_시전_시간': 0.259999990463256, '총_공격_시간': 1.54999995231628, '공격_지연_보정': -0.0994649976491928, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 1}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 1}}",근접,2019-01-25,V9.2,V25.13,"{집중형 마법사, 척후병}",{미드},"{미드, 탑}",2,2,1,3,1,70,마법,1575,790,{1: '페트리사이트 폭발'},{1: '사슬 후려치기'},{1: '국왕시해자'},"{1: '도주', 2: '억압'}",{1: '강탈'},"['페트리사이트 폭발', '사슬 후려치기', '국왕시해자', '도주', '억압', '강탈']",,
신드라,134.0,Syndra,어둠의 여제,3,마법사,,마나,"{'기본_체력': 563, '레벨당_체력': 104, '기본_자원': 480, '레벨당_자원': 40, '기본_방어력': 25, '레벨당_방어력': 4.6, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 6.5, '레벨당_체력_재생': 0.6, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 54, '레벨당_공격력': 2.9, '기본_공격_속도': 0.658, '레벨당_공격_속도': 2, '공격_사거리': 550, '이동_속도': 330, '탐색_반경': 575, '선택_높이': 200, '선택_반경': 125, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.112499997019767, '투사체_속도': 1800, '무작위_총력전': {'가하는_피해': 1.05, '스킬_가속': 5}, '초고속_모드': {'가하는_피해': 0.9, '받는_피해': 1.1}}",원거리,2012-09-13,V1.0.0.147,V25.08,{집중형 마법사},{미드},{미드},3,1,2,1,1,100,마법,1575,790,{1: '초월'},{1: '어둠 구체'},"{1: '의지의 힘', 2: '의지의 힘 (변형 2)'}",{1: '적군 와해'},{1: '풀려난 힘'},"['초월', '어둠 구체', '의지의 힘', '의지의 힘 (변형 2)', '적군 와해', '풀려난 힘']",,
탐 켄치,223.0,TahmKench,강의 폭군,1,탱커,서포터,마나,"{'기본_체력': 640, '레벨당_체력': 103, '기본_자원': 325, '레벨당_자원': 50, '기본_방어력': 39, '레벨당_방어력': 4.7, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 8, '레벨당_자원_재생': 1, '기본_공격력': 56, '레벨당_공격력': 3.2, '기본_공격_속도': 0.658, '레벨당_공격_속도': 2.5, '공격_사거리': 175, '이동_속도': 335, '탐색_반경': 600, '선택_높이': 190, '선택_반경': 125, '충돌_반경': 50, '게임플레이_반경': 80, '공격_속도_계수': 0.657999992370605, '공격_시전_시간': 0.379999995231628, '총_공격_시간': 1.51900005340576, '무작위_총력전': {'받는_피해': 1.05}, '초고속_모드': {'가하는_피해': 1.2, '받는_피해': 0.85}}",근접,2015-07-09,V5.13,V25.02,{수비형 탱커},{탑},"{서포터, 탑}",2,3,2,1,3,65,마법,2400,880,{1: '절대 미각'},{1: '혀 채찍'},{1: '심연 잠수'},{1: '두꺼운 피부'},"{1: '집어삼키기', 2: '역류'}","['절대 미각', '혀 채찍', '심연 잠수', '두꺼운 피부', '집어삼키기', '역류']",,
탈리야,163.0,Taliyah,바위술사,2,마법사,서포터,마나,"{'기본_체력': 550, '레벨당_체력': 104, '기본_자원': 470, '레벨당_자원': 30, '기본_방어력': 18, '레벨당_방어력': 4.7, '기본_마법_저항력': 28, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 6.5, '레벨당_체력_재생': 0.65, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 58, '레벨당_공격력': 3.3, '기본_공격_속도': 0.658, '레벨당_공격_속도': 1.36, '공격_사거리': 525, '이동_속도': 330, '탐색_반경': 550, '선택_높이': 145, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.138541668653488, '투사체_속도': 2100, '무작위_총력전': {'가하는_피해': 1}, '돌격_넥서스': {'가하는_피해': 0.95, '스킬_가속': -10}, '단일_챔피언': {'가하는_피해': 1.05, '받는_피해': 0.9}}",원거리,2016-05-18,V6.10,V25.12,{전투 마법사},{정글},"{미드, 정글}",3,1,2,1,3,100,마법,2400,880,{1: '바위타기'},"{1: '파편 난사', 2: '파편 난사 (변형 2)'}",{1: '지각변동'},{1: '대지의 파동'},"{1: '바위술사의 벽', 2: '바위술사의 벽 (변형 2)'}","['바위타기', '파편 난사', '파편 난사 (변형 2)', '지각변동', '대지의 파동', '바위술사의 벽', '바위술사의 벽 (변형 2)']",,
탈론,91.0,Talon,검의 그림자,2,암살자,,마나,"{'기본_체력': 658, '레벨당_체력': 109, '기본_자원': 400, '레벨당_자원': 37, '기본_방어력': 30, '레벨당_방어력': 4.7, '기본_마법_저항력': 36, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8.5, '레벨당_체력_재생': 0.75, '기본_자원_재생': 7.6, '레벨당_자원_재생': 0.8, '기본_공격력': 68, '레벨당_공격력': 3.1, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2.9, '공격_사거리': 125, '이동_속도': 335, '탐색_반경': 400, '선택_높이': 155, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_시전_시간': 0.197999998927116, '총_공격_시간': 1.60000002384185, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95, '강인함': 1.2}}",근접,2011-08-24,V1.0.0.124,V25.11,{암살자},{미드},{정글},3,1,1,2,1,65,물리,1575,790,{1: '검의 최후'},{1: '녹서스식 외교'},{1: '갈퀴손'},{1: '암살자의 길'},{1: '그림자 공격'},"['검의 최후', '녹서스식 외교', '갈퀴손', '암살자의 길', '그림자 공격']",탈론 뒤 쿠토,
타릭,44.0,Taric,발로란의 방패,2,서포터,탱커,마나,"{'기본_체력': 645, '레벨당_체력': 99, '기본_자원': 300, '레벨당_자원': 60, '기본_방어력': 40, '레벨당_방어력': 4.3, '기본_마법_저항력': 28, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6, '레벨당_체력_재생': 0.5, '기본_자원_재생': 8.5, '레벨당_자원_재생': 0.8, '기본_공격력': 55, '레벨당_공격력': 3.5, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2, '공격_사거리': 150, '이동_속도': 340, '탐색_반경': 350, '선택_높이': 165, '선택_반경': 135, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_준비_동작_계수': 0.25, '공격_지연_보정': -0.11999999731779, '무작위_총력전': {'받는_피해': 1.1}, '초고속_모드': {'회복량': 0.85}, '단일_챔피언': {'받는_피해': 0.92}}",근접,2009-08-19,V0.9.22.15,V14.21,"{강화형 보조술사, 수비형 탱커}",{서포터},"{미드, 서포터}",1,2,2,1,3,75,물리,675,585,{1: '담대함'},{1: '별빛 손길'},"{1: '수호의 고리', 2: '수호의 고리 (변형 2)'}",{1: '황홀한 강타'},{1: '우주의 광휘'},"['담대함', '별빛 손길', '수호의 고리', '수호의 고리 (변형 2)', '황홀한 강타', '우주의 광휘']",,
티모,17.0,Teemo,날쌘 정찰병,1,원거리 딜러,마법사,마나,"{'기본_체력': 615, '레벨당_체력': 104, '기본_자원': 334, '레벨당_자원': 25, '기본_방어력': 24, '레벨당_방어력': 4.95, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.65, '기본_자원_재생': 9.6, '레벨당_자원_재생': 0.45, '기본_공격력': 54, '레벨당_공격력': 3, '기본_공격_속도': 0.69, '레벨당_공격_속도': 3.38, '공격_사거리': 500, '이동_속도': 330, '탐색_반경': 500, '선택_높이': 100, '선택_반경': 100, '충돌_반경': 30, '게임플레이_반경': 55, '공격_속도_계수': 0.689999997615814, '공격_지연_보정': -0.1, '투사체_속도': 1500, '무작위_총력전': {'가하는_피해': 0.95, '받는_피해': 1.1, '스킬_가속': -10}, '돌격_넥서스': {'가하는_피해': 0.9, '받는_피해': 1.05}, '초고속_모드': {'가하는_피해': 0.9, '받는_피해': 1}}",원거리,2009-02-21,Alpha Week 2,V25.04,{전문가},{탑},"{서포터, 정글, 탑}",3,1,2,1,2,30,마법,225,260,{1: '유격 전투'},{1: '실명 다트'},{1: '신속한 이동'},{1: '맹독 다트'},{1: '유독성 함정'},"['유격 전투', '실명 다트', '신속한 이동', '맹독 다트', '유독성 함정']",,
쓰레쉬,412.0,Thresh,지옥의 간수,3,서포터,탱커,마나,"{'기본_체력': 620, '레벨당_체력': 120, '기본_자원': 274, '레벨당_자원': 44, '기본_방어력': 33, '레벨당_방어력': 0, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.55, '기본_체력_재생': 7, '레벨당_체력_재생': 0.55, '기본_자원_재생': 6, '레벨당_자원_재생': 0.8, '기본_공격력': 56, '레벨당_공격력': 2.2, '기본_공격_속도': 0.625, '레벨당_공격_속도': 3.5, '공격_사거리': 450, '이동_속도': 330, '탐색_반경': 475, '선택_높이': 150, '선택_반경': 125, '충돌_반경': 36, '공격_속도_계수': 0.625, '공격_준비_동작_계수': 0.25, '공격_지연_보정': -0.0604166686534881, '투사체_속도': 0, '무작위_총력전': {'받는_피해': 1.05}, '아레나': {'레벨당_체력': 10}, '돌격_넥서스': {'가하는_피해': 1, '받는_피해': 1, '스킬_가속': 20}, '단일_챔피언': {'가하는_피해': 1, '받는_피해': 1, '이동_속도_계수': 1.05}, '초고속_모드': {'가하는_피해': 1, '받는_피해': 0.87, '보호막량': 1.2}, '궁극기_주문서': {'가하는_피해': 1, '받는_피해': 1, '보호막량': 1, '이동_속도_계수': 1.2}}",원거리,2013-01-23,V1.0.0.154,V25.03,{포획형},{서포터},{서포터},1,2,3,1,3,75,물리,1575,790,{1: '지옥살이'},"{1: '사형 선고', 2: '죽음의 질주'}",{1: '어둠의 통로'},"{1: '사슬 채찍', 2: '사슬 채찍 (변형 2)', 3: '사슬 채찍 (변형 3)', 4: '사슬 채찍 (변형 4)', 5: '사슬 채찍 (변형 5)'}",{1: '영혼 감옥'},"['지옥살이', '사형 선고', '죽음의 질주', '어둠의 통로', '사슬 채찍', '사슬 채찍 (변형 2)', '사슬 채찍 (변형 3)', '사슬 채찍 (변형 4)', '사슬 채찍 (변형 5)', '영혼 감옥']",얼록 그레일,
트리스타나,18.0,Tristana,요들 사수,1,원거리 딜러,암살자,마나,"{'기본_체력': 640, '레벨당_체력': 102, '기본_자원': 300, '레벨당_자원': 32, '기본_방어력': 30, '레벨당_방어력': 4, '기본_마법_저항력': 28, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 4, '레벨당_체력_재생': 0.5, '기본_자원_재생': 7.2, '레벨당_자원_재생': 0.45, '기본_공격력': 60, '레벨당_공격력': 2.5, '기본_공격_속도': 0.656, '레벨당_공격_속도': 1.5, '공격_사거리': 550, '이동_속도': 325, '탐색_반경': 800, '선택_높이': 110, '선택_반경': 100, '충돌_반경': 30, '게임플레이_반경': 55, '공격_속도_계수': 0.694, '공격_지연_보정': -0.151993364095687, '투사체_속도': 2250, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95}, '초고속_모드': {'가하는_피해': 0.9, '받는_피해': 1.05}}",원거리,2009-02-21,Alpha Week 2,V25.08,{원거리 딜러},{바텀},"{미드, 바텀}",3,1,2,2,1,20,물리,675,585,{1: '정조준'},{1: '속사'},{1: '로켓 점프'},{1: '폭발 화약'},{1: '대구경 탄환'},"['정조준', '속사', '로켓 점프', '폭발 화약', '대구경 탄환']",,
트런들,48.0,Trundle,트롤 왕,1,전사,탱커,마나,"{'기본_체력': 650, '레벨당_체력': 110, '기본_자원': 340, '레벨당_자원': 45, '기본_방어력': 37, '레벨당_방어력': 3.9, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6, '레벨당_체력_재생': 0.75, '기본_자원_재생': 7.5, '레벨당_자원_재생': 0.6, '기본_공격력': 68, '레벨당_공격력': 4, '기본_공격_속도': 0.67, '레벨당_공격_속도': 2.9, '공격_사거리': 175, '이동_속도': 350, '탐색_반경': 400, '선택_높이': 130, '선택_반경': 135, '충돌_반경': 25.7665996551513, '공격_속도_계수': 0.6700000166893, '공격_지연_보정': -0.0916666686534881, '무작위_총력전': {'받는_피해': 1.05, '회복량': 1}, '단일_챔피언': {'가하는_피해': 0.95, '받는_피해': 1.07}, '신속_모드': {'레벨당_공격_속도': -0.7}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 0.95, '회복량': 0.8}, '궁극기_주문서': {'받는_피해': 1.05}}",근접,2010-12-01,V1.0.0.106,V25.07,{돌격형 전사},{탑},"{정글, 탑}",2,3,1,1,2,20,물리,1575,790,{1: '헌납'},{1: '깨물기'},{1: '얼음 왕국'},{1: '얼음 기둥'},{1: '진압'},"['헌납', '깨물기', '얼음 왕국', '얼음 기둥', '진압']",,
트린다미어,23.0,Tryndamere,야만전사 왕,1,전사,암살자,분노,"{'기본_체력': 696, '레벨당_체력': 108, '기본_자원': 100, '레벨당_자원': 0, '기본_방어력': 33, '레벨당_방어력': 4.8, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8.5, '레벨당_체력_재생': 0.9, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 66, '레벨당_공격력': 4, '기본_공격_속도': 0.67, '레벨당_공격_속도': 3.4, '공격_사거리': 175, '이동_속도': 345, '탐색_반경': 400, '선택_높이': 180, '선택_반경': 135, '충돌_반경': 35, '공격_속도_계수': 0.694, '공격_지연_보정': -0.109999999403953, '무작위_총력전': {'가하는_피해': 1.1, '받는_피해': 0.9, '회복량': 1.2}, '아레나': {'레벨당_공격력': -1}}",근접,2009-05-01,"May 1, 2009 Patch",V14.20,{척후병},{탑},{탑},3,2,1,2,1,10,물리,675,585,{1: '격노'},{1: '피의 갈망'},{1: '조롱의 외침'},{1: '회전 베기'},{1: '불사의 분노'},"['격노', '피의 갈망', '조롱의 외침', '회전 베기', '불사의 분노']",,
트위스티드 페이트,4.0,TwistedFate,카드의 달인,2,마법사,원거리 딜러,마나,"{'기본_체력': 604, '레벨당_체력': 108, '기본_자원': 333, '레벨당_자원': 39, '기본_방어력': 24, '레벨당_방어력': 4.35, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.6, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 52, '레벨당_공격력': 2.5, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2.5, '공격_사거리': 525, '이동_속도': 330, '선택_높이': 140, '선택_반경': 110, '충돌_반경': 35, '공격_속도_계수': 0.651000022888183, '공격_지연_보정': -0.1, '투사체_속도': 1500, '초고속_모드': {'가하는_피해': 0.95}}",원거리,2009-02-21,Alpha Week 2,V25.13,{집중형 마법사},"{미드, 바텀}","{미드, 바텀, 탑}",3,1,2,2,2,65,마법,2400,585,{1: '사기 주사위'},{1: '와일드 카드'},"{1: '카드 뽑기', 2: '카드 뽑기 (변형 2)', 3: '카드 뽑기 (변형 3)', 4: '카드 뽑기 (변형 4)'}",{1: '속임수 덱'},"{1: '운명', 2: '관문'}","['사기 주사위', '와일드 카드', '카드 뽑기', '카드 뽑기 (변형 2)', '카드 뽑기 (변형 3)', '카드 뽑기 (변형 4)', '속임수 덱', '운명', '관문']",토비아스 펠릭스,트위스티드 페이트
트위치,29.0,Twitch,역병 쥐,2,원거리 딜러,암살자,마나,"{'기본_체력': 630, '레벨당_체력': 104, '기본_자원': 300, '레벨당_자원': 40, '기본_방어력': 27, '레벨당_방어력': 4.2, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.75, '레벨당_체력_재생': 0.6, '기본_자원_재생': 7.25, '레벨당_자원_재생': 0.7, '기본_공격력': 59, '레벨당_공격력': 3.1, '기본_공격_속도': 0.679, '레벨당_공격_속도': 3.38, '공격_사거리': 550, '이동_속도': 330, '탐색_반경': 575, '선택_높이': 120, '선택_반경': 135, '충돌_반경': 35, '공격_속도_계수': 0.67900002002716, '공격_지연_보정': -0.0980840176343917, '투사체_속도': 2500, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 0.95}, '단일_챔피언': {'가하는_피해': 0.98}, '초고속_모드': {'가하는_피해': 0.85, '받는_피해': 1.1}}",원거리,2009-05-01,"May 1, 2009 Patch",V25.13,{원거리 딜러},{바텀},"{바텀, 서포터}",3,1,1,2,1,0,물리,1575,790,{1: '맹독'},"{1: '매복', 2: '매복 (변형 2)', 3: '매복 (변형 3)'}",{1: '독약 병'},{1: '오염'},{1: '무차별 난사'},"['맹독', '매복', '매복 (변형 2)', '매복 (변형 3)', '독약 병', '오염', '무차별 난사']",,
우디르,77.0,Udyr,정령 주술사,1,전사,탱커,마나,"{'기본_체력': 664, '레벨당_체력': 92, '기본_자원': 271, '레벨당_자원': 50, '기본_방어력': 31, '레벨당_방어력': 4.7, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6, '레벨당_체력_재생': 0.75, '기본_자원_재생': 7.5, '레벨당_자원_재생': 0.45, '기본_공격력': 62, '레벨당_공격력': 4, '기본_공격_속도': 0.65, '레벨당_공격_속도': 3, '공격_사거리': 125, '이동_속도': 350, '탐색_반경': 400, '선택_높이': 180, '선택_반경': 125, '충돌_반경': 35, '공격_속도_계수': 0.6499999761581421, '공격_지연_보정': -0.10199999809265137, '무작위_총력전': {'가하는_피해': 1}, '초고속_모드': {'가하는_피해': 1.1, '받는_피해': 0.92}}",근접,2009-12-02,V1.0.0.61,V25.11,{돌격형 전사},"{정글, 탑}","{정글, 탑}",2,3,2,2,1,35,물리,675,585,{1: '가교'},{1: '야생 발톱'},{1: '강철 갑옷'},{1: '불길 쇄도'},{1: '날개 돋친 폭풍'},"['가교', '야생 발톱', '강철 갑옷', '불길 쇄도', '날개 돋친 폭풍']",,
우르곳,6.0,Urgot,살상 병기,2,전사,탱커,마나,"{'기본_체력': 655, '레벨당_체력': 102, '기본_자원': 340, '레벨당_자원': 45, '기본_방어력': 36, '레벨당_방어력': 5, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 7.5, '레벨당_체력_재생': 0.7, '기본_자원_재생': 7.25, '레벨당_자원_재생': 0.8, '기본_공격력': 63, '레벨당_공격력': 4, '기본_공격_속도': 0.625, '레벨당_공격_속도': 3.75, '공격_사거리': 350, '이동_속도': 330, '탐색_반경': 550, '선택_높이': 155.55560302734375, '선택_반경': 136.111099243164, '충돌_반경': 50, '게임플레이_반경': 80, '공격_속도_계수': 0.625, '공격_지연_보정': -0.150000005960464, '투사체_속도': 2500, '무작위_총력전': {'받는_피해': 1.05}, '단일_챔피언': {'가하는_피해': 0.95, '받는_피해': 1.02}, '신속_모드': {'레벨당_방어력': -0.5}, '초고속_모드': {'가하는_피해': 1.15, '받는_피해': 0.85}}",원거리,2010-08-24,V1.0.0.99,V25.06,{돌격형 전사},{탑},{탑},2,2,2,1,1,55,물리,1575,790,{1: '화염의 메아리'},{1: '부식성 폭약'},{1: '심판의 원'},{1: '경멸'},{1: '불사의 공포'},"['화염의 메아리', '부식성 폭약', '심판의 원', '경멸', '불사의 공포']",,
바루스,110.0,Varus,응징의 화살,2,원거리 딜러,마법사,마나,"{'기본_체력': 600, '레벨당_체력': 105, '기본_자원': 320, '레벨당_자원': 40, '기본_방어력': 24, '레벨당_방어력': 4.6, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 59, '레벨당_공격력': 3.4, '기본_공격_속도': 0.658, '레벨당_공격_속도': 3.5, '공격_사거리': 575, '이동_속도': 330, '탐색_반경': 600, '선택_높이': 155, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.657999992370605, '공격_지연_보정': -0.124561406672, '투사체_속도': 2000, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1}}",원거리,2012-05-08,V1.0.0.139,V25.12,"{원거리 딜러, 포킹형 마법사}",{바텀},{바텀},3,1,2,1,1,20,물리,2400,880,{1: '죽지 않는 복수심'},{1: '꿰뚫는 화살'},{1: '역병 화살'},{1: '퍼붓는 화살'},{1: '부패의 사슬'},"['죽지 않는 복수심', '꿰뚫는 화살', '역병 화살', '퍼붓는 화살', '부패의 사슬']",,"다르킨, 발마, 카이"
베인,67.0,Vayne,어둠 사냥꾼,2,원거리 딜러,암살자,마나,"{'기본_체력': 550, '레벨당_체력': 103, '기본_자원': 232, '레벨당_자원': 35, '기본_방어력': 23, '레벨당_방어력': 4.6, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 7, '레벨당_자원_재생': 0.4, '기본_공격력': 60, '레벨당_공격력': 2.35, '기본_공격_속도': 0.658, '레벨당_공격_속도': 3.3, '공격_사거리': 550, '이동_속도': 330, '탐색_반경': 575, '선택_높이': 155, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.657999992370605, '공격_지연_보정': -0.124561406672, '투사체_속도': 2000, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 0.95}, '아레나': {'레벨당_체력': -10, '레벨당_공격력': -0.4, '레벨당_공격_속도': -0.3}, '단일_챔피언': {'가하는_피해': 0.97}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 1.05}}",원거리,2011-05-10,V1.0.0.118,V14.22,{원거리 딜러},{바텀},"{바텀, 탑}",3,1,2,2,1,0,물리,1575,790,{1: '어둠 사냥꾼'},{1: '구르기'},{1: '은화살'},{1: '선고'},{1: '결전의 시간'},"['어둠 사냥꾼', '구르기', '은화살', '선고', '결전의 시간']",샤우나 베인,
